NUM_SUB_KERNELS,SAMPLE_PER_STUDENT,NUM_STUDENTS,seed,pref_thresh,alg,seats,nash,zeros,min_val,PMMS_violations,PMMS_agents,EF_violations,EF_agents,EF1_violations,EF1_agents,EFX_violations,EFX_agents,runtime
1,10,2308,75,10,RR,6962.0,2.785529109140267,45,0,698,26,14074,388,812,43,9601,227,379.7515022754669
1,10,2308,65,10,SD,6892.0,2.8083244705091146,100,0,10191,227,49388,493,11060,264,43222,406,129.10122513771057
1,10,2308,55,10,SD,6875.0,2.8045806094705075,108,0,8417,224,43269,542,8917,272,37386,445,102.0305597782135
1,10,2308,85,10,SD,6910.0,2.819688992837611,101,0,9475,215,48412,525,10476,267,41449,446,103.0891637802124
1,10,2308,95,10,SD,6915.0,2.8323195531994565,111,0,8768,204,43544,535,9345,243,37472,453,102.11356115341187
1,10,2308,75,10,SD,6909.0,2.8325242366808054,111,0,9282,222,48458,510,10250,265,41692,418,103.56284594535828
1,10,2308,65,10,YS,7134.0,2.8796854160149414,0,1,0,0,3209,278,0,0,2,2,1005.9231321811676
1,10,2308,55,10,YS,7127.0,2.862396298005503,0,1,0,0,3353,327,0,0,11,3,971.2932889461517
1,10,2308,85,10,YS,7133.0,2.8810738041850796,0,1,0,0,3195,336,0,0,5,5,948.3625435829163
1,10,2308,95,10,YS,7155.0,2.8726656116375784,0,1,0,0,3056,362,0,0,56,14,977.9298930168152
1,10,2308,75,10,YS,7125.0,2.8716873389999007,0,1,0,0,2950,319,0,0,1,1,968.0836493968964
1,10,2308,66,10,RR,6950.0,2.7785138653214188,38,0,386,31,14053,417,538,46,9245,233,363.1963326931
1,10,2308,56,10,RR,6925.0,2.762523798570518,45,0,524,39,15794,437,720,64,10268,262,372.3573760986328
1,10,2308,86,10,RR,6968.0,2.7739401751938,40,0,423,37,14465,434,569,53,9702,250,426.687287569046
1,10,2308,96,10,RR,6974.0,2.793304891429576,45,0,921,40,16542,464,1084,55,11156,266,390.14900279045105
1,10,2308,76,10,RR,6943.0,2.7719420145082196,45,0,364,38,14162,446,493,51,9428,273,377.7463972568512
1,10,2308,66,10,SD,6902.0,2.819822386590836,102,0,10250,220,48538,505,11444,261,42249,424,99.4977822303772
1,10,2308,56,10,SD,6885.0,2.8249166763833244,116,0,9478,221,49676,547,10665,268,42269,453,100.7387912273407
1,10,2308,86,10,SD,6909.0,2.8129840412965343,99,0,8281,204,43865,517,9043,248,37903,417,102.49997639656067
1,10,2308,96,10,SD,6938.0,2.851184773818852,116,0,9611,222,48503,528,10519,265,42268,431,102.13036632537842
1,10,2308,76,10,SD,6877.0,2.820963191713502,112,0,8553,217,44485,535,9190,256,38577,438,102.88816905021667
1,10,2308,66,10,YS,7148.0,2.880476091172104,0,1,0,0,3436,323,0,0,2,2,1003.4504747390747
1,10,2308,56,10,YS,7149.0,2.8781454070491317,0,1,0,0,3324,404,0,0,8,4,1000.2417294979095
1,10,2308,86,10,YS,7150.0,2.8725609754410635,0,1,0,0,3061,363,0,0,17,9,979.3125340938568
1,10,2308,96,10,YS,7134.0,2.8797176464477876,0,1,0,0,2984,377,0,0,38,4,961.9954695701599
1,10,2308,76,10,YS,7144.0,2.87462789217028,0,1,0,0,2733,359,0,0,15,5,987.5860879421234
1,10,2308,67,10,RR,6926.000000000001,2.759371224788181,46,0,798,43,16522,435,941,59,11458,282,370.1764280796051
1,10,2308,57,10,RR,6951.0,2.781140795218436,50,0,828,38,17257,451,1001,52,11462,247,373.717111825943
1,10,2308,87,10,RR,6990.0,2.800031659469885,42,0,709,43,15337,432,856,60,10113,257,383.1222665309906
1,10,2308,97,10,RR,6997.0,2.777123364047085,33,0,552,37,13755,417,797,51,9025,240,399.44659876823425
1,10,2308,77,10,RR,6933.0,2.7786260125737394,51,0,657,32,16166,445,837,52,10924,275,375.1020436286926
1,10,2308,67,10,SD,6864.000000000001,2.8194180163727407,116,0,9387,230,47843,534,9972,266,41814,444,100.210853099823
1,10,2308,57,10,SD,6898.0,2.8353584530211635,116,0,8929,234,46730,536,9901,276,40073,448,102.18134498596191
1,10,2308,97,10,SD,6929.0,2.818654231298724,96,0,8935,222,46346,512,9892,264,40200,430,102.8067991733551
1,10,2308,87,10,SD,6960.0,2.8589437211845112,109,0,10995,216,50778,525,11724,260,43754,434,103.37674880027771
1,10,2308,77,10,SD,6874.0,2.828901481169802,120,0,10981,227,52507,530,11646,267,45555,451,102.94492053985596
1,10,2308,67,10,YS,7119.0,2.8660435034550455,0,1,0,0,3175,369,1,1,38,10,1044.6138219833374
1,10,2308,57,10,YS,7119.0,2.8671853640987686,0,1,0,0,3171,314,0,0,8,4,1035.4425933361053
1,10,2308,97,10,YS,7138.0,2.8869654052582283,0,1,0,0,3175,312,0,0,3,2,966.8378496170044
1,10,2308,77,10,YS,7113.0,2.865671667581042,0,1,0,0,2843,416,0,0,18,5,972.154130935669
1,10,2308,87,10,YS,7165.0,2.898709387712166,0,1,0,0,2994,298,4,4,4,4,972.9157817363739
1,10,2308,68,10,RR,7004.0,2.7797123568013027,35,0,548,31,15306,391,792,44,9941,235,372.75602293014526
1,10,2308,58,10,RR,6966.0,2.783489325753188,43,0,805,36,16738,447,1092,48,10726,254,378.1707799434662
1,10,2308,98,10,RR,6890.0,2.747910980976175,44,0,444,35,14869,366,615,47,10065,224,375.6990530490875
1,10,2308,88,10,RR,6925.0,2.7654928868277344,40,0,813,50,16366,436,952,67,10990,255,374.6269283294678
1,10,2308,78,10,RR,7001.0,2.788243180700144,36,0,710,34,14105,429,840,54,9345,236,376.267546415329
1,10,2308,68,10,SD,6937.0,2.8348312702295164,103,0,10675,212,49655,491,11460,248,42486,402,101.31360483169556
1,10,2308,58,10,SD,6924.0,2.8007180668743836,89,0,9815,222,47491,531,10606,267,40979,434,103.4752151966095
1,10,2308,98,10,SD,6847.0,2.791492400251159,103,0,7586,206,40781,500,8149,244,35211,411,101.92173171043396
1,10,2308,88,10,SD,6890.0,2.8074846312139417,102,0,10643,218,49971,496,11541,249,43364,416,102.58536291122437
1,10,2308,78,10,SD,6901.0,2.8403294903512792,114,0,9682,212,47557,513,10495,248,41040,428,102.62926054000854
1,10,2308,68,10,YS,7167.0,2.8932488866401127,0,1,0,0,2941,374,0,0,5,5,954.4627828598022
1,10,2308,58,10,YS,7157.0,2.8806748644367604,0,1,0,0,3561,403,0,0,11,4,999.2885344028473
1,10,2308,98,10,YS,7134.999999999999,2.8672641719537513,0,1,0,0,3531,322,1,1,12,4,968.9140281677246
1,10,2308,88,10,YS,7132.0,2.873974641764363,0,1,0,0,3525,399,0,0,5,4,967.6363661289215
1,10,2308,78,10,YS,7130.0,2.8770289218654583,0,1,0,0,2814,324,0,0,2,2,958.9742879867554
1,10,2308,69,10,RR,6983.999999999999,2.807072174991592,46,0,817,35,16332,455,1025,59,10848,268,369.359139919281
1,10,2308,59,10,RR,6992.0,2.789447123859249,40,0,521,43,15974,407,728,61,10584,239,375.80242466926575
1,10,2308,99,10,RR,6977.0,2.7780157590634036,37,0,733,36,14975,420,909,55,10259,255,371.16888070106506
1,10,2308,89,10,RR,7007.0,2.791142452145129,38,0,496,30,13377,393,662,41,9138,223,378.07587337493896
1,10,2308,79,10,RR,6931.0,2.765080826665069,47,0,419,36,16898,460,579,48,11163,272,373.4694576263428
1,10,2308,69,10,SD,6931.0,2.856966711345495,118,0,10380,244,51145,546,11135,288,44800,467,100.38746619224548
1,10,2308,59,10,SD,6928.0,2.8515204486678485,117,0,10840,245,51098,526,11519,289,44907,443,179.48260736465454
1,10,2308,99,10,SD,6913.0,2.8263041784030634,102,0,9407,223,44880,518,9902,267,39066,431,101.60813570022583
1,10,2308,89,10,SD,6927.0,2.8102917454305874,100,0,10373,223,47723,525,10847,257,41378,443,102.69525265693665
1,10,2308,79,10,SD,6899.000000000001,2.835606307584842,121,0,10626,236,52361,546,11501,285,45387,458,102.1060938835144
1,10,2308,69,10,YS,7154.0,2.90053616197027,0,1,0,0,3177,336,0,0,0,0,945.9563992023468
1,10,2308,59,10,YS,7157.0,2.891703015196425,0,1,0,0,2853,362,2,2,10,8,994.9159140586853
1,10,2308,99,10,YS,7171.0,2.889937157559394,0,1,0,0,2958,330,0,0,4,4,969.2294516563416
1,10,2308,89,10,YS,7136.0,2.874825619059707,0,1,0,0,4114,297,0,0,1,1,962.1811242103577
1,10,2308,79,10,YS,7126.0,2.8678519112457033,0,1,0,0,2862,406,0,0,8,6,967.6365716457367
