NUM_STUDENTS,seed,pref_thresh,alg,seats,nash,zeros,runtime
300,10,8,RR,312.99999999999994,1.13028902460763,34,24.327531099319458
300,10,8,ILP,312.99999999999994,1.421805246614824,102,336.4515781402588
300,10,8,YS,370.0,1.1962371284589526,6,50.62612199783325
300,10,9,SD,312.99999999999994,2.011115671877142,169,11.519263744354248
300,10,9,RR,312.99999999999994,1.1746927553039102,46,23.58798885345459
300,10,9,ILP,312.99999999999994,1.4543827551262383,108,336.62563037872314
300,10,9,YS,364.99999999999994,1.1856956901223734,7,49.36692237854004
400,10,7,SD,313.0,1.8270662719453423,255,15.164216995239258
400,10,7,RR,313.0,1.0304920203292975,100,27.040671586990356
400,10,7,ILP,313.0,1.2895943240132204,176,632.4533290863037
400,10,7,YS,388.0,1.0553911403631058,40,54.15165305137634
400,10,8,SD,313.0,1.8698244536433644,261,15.444034814834595
400,10,8,RR,313.0,1.0159826863855885,94,27.57288908958435
400,10,8,ILP,313.0,1.2673906163444146,172,637.5133292675018
400,10,8,YS,385.0,1.0493125346878989,40,53.08527445793152
400,10,9,SD,312.0,1.9037759748786671,262,15.937302827835083
400,10,9,RR,313.0,1.0207328040494326,96,27.79064655303955
400,10,9,ILP,313.0,1.3407444013794536,186,635.5863728523254
400,10,9,YS,388.0,1.0532093569389809,39,54.43533539772034
